request_id,expected_path,observed_path,expected_steps,actual_steps,missing_steps,extra_steps,sequence_issues,step_count,expected_step_count,rework_count,exception_count,cycle_time_hours,has_unusual_sequence,variant_frequency,rare_path,drift_score,violation_points,ordering_points,rework_points,exception_points,rare_path_points,violation_count,critical_violation_count,high_violation_count,aligned
PR-13287,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,33.52,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-12121,Submitted → Manager → Vendor Validation → Legal → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Legal Review""]",[],[],6,7,0,0,47.93,False,609,False,14,14,0,0,0,0,1,0,1,False
PR-17747,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,31.94,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-18133,Submitted → Manager → Finance → PO Created → Payment,Submitted → Manager → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,61.97,False,449,False,0,0,0,0,0,0,0,0,0,True
PR-17103,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,28.93,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-11141,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,47.83,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-14128,Submitted → Manager → Vendor Validation → Security → Procurement → PO Created → Payment,Submitted → Manager → Returned → Resubmitted → Vendor Validation → Security → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Returned for Revision"", ""Request Resubmitted"", ""Vendor Validation"", ""Security Review"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],"[""Returned for Revision"", ""Request Resubmitted""]",[],9,7,1,0,91.53,False,3,True,9,0,0,5,0,4,0,0,0,True
PR-13357,Submitted → Manager → Finance → PO Created → Payment,Submitted → Manager → Finance → Payment → PO Created,"[""Request Submitted"", ""Manager Approval"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Finance Approval"", ""Payment Authorized"", ""Purchase Order Created""]",[],[],"[""Payment before purchase order""]",5,5,0,0,10.9,True,6,True,38,22,12,0,0,4,1,1,0,False
PR-12597,Submitted → Manager → Vendor Validation → Security → PO Created → Payment,Submitted → Manager → Vendor Validation → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,105.11,False,170,False,0,0,0,0,0,0,0,0,0,True
PR-13593,Submitted → Manager → Director → Bid Confirmed → Finance → PO Created → Payment,Submitted → Manager → Director → Bid Confirmed → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],7,7,0,0,87.98,False,105,False,0,0,0,0,0,0,0,0,0,True
PR-15946,Submitted → Manager,Submitted → Cancelled,"[""Request Submitted"", ""Manager Approval""]","[""Request Submitted"", ""Cancelled""]","[""Manager Approval""]","[""Cancelled""]",[],2,2,0,0,13.5,False,253,False,4,4,0,0,0,0,1,0,0,False
PR-14955,Submitted → Manager → Procurement → Bid Confirmed → Finance → PO Created → Payment,Submitted → Manager → Procurement → Bid Confirmed → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],7,7,0,0,57.16,False,26,False,0,0,0,0,0,0,0,0,0,True
PR-13077,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,41.32,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-17245,Submitted → Manager → Director → Security → Bid Confirmed → Finance → Rejected,Submitted → Manager → Security → Bid Confirmed → Finance → Rejected,"[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Security Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Rejected""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Rejected""]","[""Director Approval""]",[],[],6,7,0,0,74.91,False,3,True,18,14,0,0,0,4,1,0,1,False
PR-15466,Submitted → Manager → Vendor Validation → Legal → Procurement → PO Created → Payment,Submitted → Manager → Vendor Validation → Legal → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Legal Review"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],7,7,0,0,75.77,False,74,False,0,0,0,0,0,0,0,0,0,True
PR-18182,Submitted → Manager → Security → Bid Confirmed → Finance → Rejected,Submitted → Manager → Bid Confirmed → Finance → Rejected,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Rejected""]","[""Request Submitted"", ""Manager Approval"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Rejected""]","[""Security Review""]",[],[],5,6,0,0,25.72,False,7,True,26,22,0,0,0,4,1,1,0,False
PR-12317,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,54.8,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-10665,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,29.28,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-12551,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,79.33,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-14148,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,21.11,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-18240,Submitted → Manager → Vendor Validation → Procurement → Finance → Rejected,Submitted → Manager → Vendor Validation → Procurement → Finance → Rejected,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Finance Approval"", ""Rejected""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Finance Approval"", ""Rejected""]",[],[],[],6,6,0,0,69.7,False,11,False,0,0,0,0,0,0,0,0,0,True
PR-14374,Submitted → Manager → Procurement → PO Created → Payment,Submitted → Manager → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,21.46,False,345,False,0,0,0,0,0,0,0,0,0,True
PR-10734,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,22.72,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-10702,Submitted → Manager → Vendor Validation → Procurement → PO Created → Payment,Submitted → Vendor Validation → Procurement → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Vendor Validation"", ""Procurement Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Manager Approval""]",[],[],5,6,0,0,74.22,False,84,False,4,4,0,0,0,0,1,0,0,False
PR-15264,Submitted → Manager → Procurement → Rejected,Submitted → Manager → Procurement → Rejected,"[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Rejected""]","[""Request Submitted"", ""Manager Approval"", ""Procurement Review"", ""Rejected""]",[],[],[],4,4,0,0,21.94,False,16,False,8,8,0,0,0,0,1,0,0,False
PR-12356,Submitted → Manager → Vendor Validation → Security → PO Created → Payment,Submitted → Manager → Vendor Validation → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],6,6,0,0,80.95,False,170,False,0,0,0,0,0,0,0,0,0,True
PR-14176,Submitted → Manager → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],4,4,0,0,23.34,False,1840,False,0,0,0,0,0,0,0,0,0,True
PR-15246,Submitted → Manager → Vendor Validation → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Vendor Validation"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Vendor Validation""]",[],[],5,6,0,0,89.67,False,1160,False,14,14,0,0,0,0,1,0,1,False
PR-15417,Submitted → Manager → Director → Bid Confirmed → Finance → PO Created → Payment,Submitted → Manager → Returned → Resubmitted → Director → Bid Confirmed → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Returned for Revision"", ""Request Resubmitted"", ""Director Approval"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],"[""Returned for Revision"", ""Request Resubmitted""]",[],9,7,1,0,117.55,False,3,True,9,0,0,5,0,4,0,0,0,True
PR-10393,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → Security → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],5,5,0,0,43.96,False,1160,False,0,0,0,0,0,0,0,0,0,True
PR-15563,Submitted → Manager → Director → Security → Legal → Bid Confirmed → Finance → PO Created → Payment,Submitted → Manager → Director → Security → Legal → Bid Confirmed → Finance → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Security Review"", ""Legal Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Director Approval"", ""Security Review"", ""Legal Review"", ""Competitive Bid Confirmed"", ""Finance Approval"", ""Purchase Order Created"", ""Payment Authorized""]",[],[],[],9,9,0,0,163.64,False,12,False,0,0,0,0,0,0,0,0,0,True
PR-13633,Submitted → Manager → Security → PO Created → Payment,Submitted → Manager → PO Created → Payment,"[""Request Submitted"", ""Manager Approval"", ""Security Review"", ""Purchase Order Created"", ""Payment Authorized""]","[""Request Submitted"", ""Manager Approval"", ""Purchase Order Created"", ""Payment Authorized""]","[""Security Review""]",[],[],4,5,0,0,84.06,False,1840,False,22,22,0,0,0,0,1,1,0,False
