violation_id,request_id,rule_id,rule_name,required_step,severity,violation_type,evidence,amount_at_risk
VIO-000224,PR-12774,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,12034.19
VIO-000225,PR-10092,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,32288.23
VIO-000226,PR-10092,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,32288.23
VIO-000227,PR-10092,RULE-003,Director approval,Director Approval,High,Missing required step,Director Approval was required but not observed,32288.23
VIO-000228,PR-10092,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,32288.23
VIO-000229,PR-10092,RULE-007,Competitive bid evidence,Competitive Bid Confirmed,High,Missing required step,Competitive Bid Confirmed was required but not observed,32288.23
VIO-000230,PR-10092,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,32288.23
VIO-000231,PR-18172,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,8940.67
VIO-000232,PR-10073,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,2179.07
VIO-000233,PR-16706,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,1590.28
VIO-000234,PR-16706,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,1590.28
VIO-000235,PR-16909,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,21637.05
VIO-000236,PR-16909,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,21637.05
VIO-000237,PR-16909,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,21637.05
VIO-000238,PR-16909,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,21637.05
VIO-000239,PR-16909,RULE-007,Competitive bid evidence,Competitive Bid Confirmed,High,Missing required step,Competitive Bid Confirmed was required but not observed,21637.05
VIO-000240,PR-16909,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,21637.05
VIO-000241,PR-15338,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,14631.62
VIO-000242,PR-15253,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,26979.63
VIO-000243,PR-17714,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,17692.17
VIO-000244,PR-15152,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,13407.23
VIO-000245,PR-15152,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,13407.23
VIO-000246,PR-15152,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,13407.23
VIO-000247,PR-16297,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,44660.14
VIO-000248,PR-14775,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,27625.49
VIO-000249,PR-14775,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,27625.49
VIO-000250,PR-14775,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,27625.49
VIO-000251,PR-11306,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,4481.37
VIO-000252,PR-14470,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,8444.67
VIO-000253,PR-10895,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,15124.48
VIO-000254,PR-15252,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,4852.96
VIO-000255,PR-10925,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,6162.18
VIO-000256,PR-12080,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,6990.24
VIO-000257,PR-12080,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,6990.24
VIO-000258,PR-14180,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,4063.36
VIO-000259,PR-14180,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,4063.36
VIO-000260,PR-13396,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0144 approved $6,429 with a $0 limit",6429.15
VIO-000261,PR-13396,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,6429.15
VIO-000262,PR-13802,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,3731.44
VIO-000263,PR-13802,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,3731.44
VIO-000264,PR-13802,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,3731.44
VIO-000265,PR-13802,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,3731.44
VIO-000266,PR-14221,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,2366.77
VIO-000267,PR-11882,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,20863.46
VIO-000268,PR-11615,RULE-005,High-value contract review,Legal Review,Critical,Missing required step,Legal Review was required but not observed,95521.46
VIO-000269,PR-16113,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,28134.24
VIO-000270,PR-15539,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,2883.36
VIO-000271,PR-14703,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-1897 approved $5,019 with a $0 limit",5019.08
VIO-000272,PR-14703,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,5019.08
VIO-000273,PR-17930,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,12332.11
VIO-000274,PR-17930,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,12332.11
VIO-000275,PR-17930,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,12332.11
VIO-000276,PR-17930,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,12332.11
VIO-000277,PR-16494,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,11582.38
VIO-000278,PR-16041,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0409 approved $160,000 with a $50,000 limit",160000.0
VIO-000279,PR-11422,RULE-013,International vendor legal review,Legal Review,High,Missing required step,Legal Review was required but not observed,1077.08
VIO-000280,PR-10534,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,14459.82
VIO-000281,PR-11438,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,16969.51
VIO-000282,PR-15125,RULE-017,Urgent purchase rationale,DOCUMENTED_URGENCY,Medium,Undocumented urgency,Urgent routing was used without rationale,8270.49
VIO-000283,PR-11575,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,21710.05
VIO-000284,PR-13014,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,713.19
VIO-000285,PR-17598,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,6234.29
VIO-000286,PR-17598,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,6234.29
VIO-000287,PR-17598,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,6234.29
VIO-000288,PR-18412,RULE-014,High-risk security review,Security Review,Critical,Missing required step,Security Review was required but not observed,1480.57
VIO-000289,PR-10152,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,8865.47
VIO-000290,PR-13922,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,614.56
VIO-000291,PR-13922,RULE-014,High-risk security review,Security Review,Critical,Missing required step,Security Review was required but not observed,614.56
VIO-000292,PR-12529,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,1863.68
VIO-000293,PR-11867,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,6443.8
VIO-000294,PR-15426,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,29446.53
VIO-000295,PR-16018,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,18647.39
VIO-000296,PR-16018,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,18647.39
VIO-000297,PR-16211,RULE-012,PO before payment,PO_BEFORE_PAYMENT,Critical,Incorrect sequence,Payment was authorized before a purchase order was created,1242.65
